State,Year,State_Year,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed
KENTUCKY,2008,KENTUCKY 2008,0.0,1335.0,94040.0,9330.0,339.0,56975.0,393573.0,11153.0
KENTUCKY,2009,KENTUCKY 2009,0.0,1854.0,90625.0,9741.0,645.0,53712.0,383700.0,14017.0
KENTUCKY,2010,KENTUCKY 2010,0.0,650.0,99414.0,10177.0,630.0,56060.0,412687.0,15034.0
KENTUCKY,2011,KENTUCKY 2011,0.0,1560.0,92799.0,9068.0,531.0,52098.0,383276.0,14581.0
KENTUCKY,2012,KENTUCKY 2012,0.0,462.0,89042.0,6241.0,114.0,44413.0,361536.0,12185.0
KENTUCKY,2013,KENTUCKY 2013,0.0,611.0,91401.0,6956.0,117.0,55545.0,384758.0,15900.0
KENTUCKY,2014,KENTUCKY 2014,0.0,581.0,93488.0,8378.0,252.0,59110.0,393757.0,16091.0
KENTUCKY,2015,KENTUCKY 2015,0.0,639.0,89286.0,7984.0,150.0,50480.0,360090.0,8606.0
KENTUCKY,2016,KENTUCKY 2016,0.0,537.0,89867.0,5816.0,171.0,46828.0,354576.0,7503.0
KENTUCKY,2017,KENTUCKY 2017,0.0,526.0,84899.0,4474.0,86.0,45244.0,331939.0,7556.0
KENTUCKY,2018,KENTUCKY 2018,0.0,421.0,94556.0,5925.0,101.0,54099.0,369165.0,9280.0
KENTUCKY,2019,KENTUCKY 2019,0.0,501.0,90667.0,8194.0,148.0,51154.0,352177.0,10278.0
LOUISIANA,2006,LOUISIANA 2006,0.0,33.0,95921.0,3264.0,47.0,34709.0,269469.0,1317.0
LOUISIANA,2007,LOUISIANA 2007,0.0,30.0,98531.0,2054.0,34.0,38423.0,346312.0,1456.0
LOUISIANA,2008,LOUISIANA 2008,0.0,343.0,98431.0,2411.0,15.0,38554.0,346724.0,1629.0
LOUISIANA,2009,LOUISIANA 2009,0.0,147.0,101496.0,3140.0,12.0,37562.0,352891.0,2357.0
LOUISIANA,2010,LOUISIANA 2010,0.0,20.0,111501.0,2798.0,12.0,46617.0,385695.0,2528.0
LOUISIANA,2011,LOUISIANA 2011,0.0,5.0,109249.0,2671.0,5.0,40136.0,370693.0,2452.0
LOUISIANA,2012,LOUISIANA 2012,0.0,7.0,102451.0,1712.0,1.0,32286.0,338452.0,2049.0
LOUISIANA,2013,LOUISIANA 2013,0.0,12.0,104780.0,1779.0,2.0,39491.0,343054.0,2674.0
LOUISIANA,2014,LOUISIANA 2014,0.0,12.0,107139.0,2095.0,2.0,45679.0,348374.0,2706.0
LOUISIANA,2015,LOUISIANA 2015,0.0,37.0,107633.0,1785.0,2.0,37738.0,333488.0,753.0
LOUISIANA,2016,LOUISIANA 2016,0.0,38.0,104578.0,1679.0,1.0,32084.0,316701.0,511.0
LOUISIANA,2017,LOUISIANA 2017,0.0,44.0,100763.0,1699.0,2.0,29680.0,312444.0,418.0
LOUISIANA,2018,LOUISIANA 2018,0.0,8.0,109408.0,1748.0,4.0,38636.0,334767.0,574.0
LOUISIANA,2019,LOUISIANA 2019,0.0,30.0,105724.0,1933.0,2.0,36793.0,318333.0,568.0
MAINE,2006,MAINE 2006,6.0,43124.0,14846.0,3157.0,7887.0,1038.0,91984.0,5354.0
MAINE,2007,MAINE 2007,6.0,41952.0,15058.0,4421.0,5427.0,1253.0,97232.0,5918.0
MAINE,2008,MAINE 2008,0.0,34618.0,14847.0,5026.0,2384.0,1174.0,88142.0,6622.0
MAINE,2009,MAINE 2009,0.0,31205.0,14876.0,5225.0,3071.0,1341.0,90440.0,14290.0
MAINE,2010,MAINE 2010,0.0,26971.0,14917.0,6013.0,2978.0,1282.0,88685.0,15327.0
MAINE,2011,MAINE 2011,0.0,29244.0,14950.0,5223.0,2111.0,1467.0,87784.0,14866.0
MAINE,2012,MAINE 2012,0.0,24252.0,15288.0,4915.0,850.0,1530.0,81138.0,12422.0
MAINE,2013,MAINE 2013,0.0,25426.0,15908.0,5713.0,905.0,1947.0,85261.0,16209.0
MAINE,2014,MAINE 2014,0.0,25972.0,15902.0,6562.0,1415.0,2434.0,91333.0,16404.0
MAINE,2015,MAINE 2015,0.0,32314.0,15908.0,6454.0,1331.0,2782.0,107360.0,24515.0
MAINE,2016,MAINE 2016,0.0,30611.0,15647.0,6549.0,1899.0,2642.0,96504.0,16882.0
MAINE,2017,MAINE 2017,0.0,31488.0,15827.0,6561.0,1275.0,2847.0,99438.0,17020.0
MAINE,2018,MAINE 2018,0.0,32098.0,16623.0,7827.0,1077.0,3192.0,107232.0,20569.0
MAINE,2019,MAINE 2019,0.0,30281.0,16356.0,8124.0,1443.0,3250.0,106253.0,22120.0
MARYLAND,2006,MARYLAND 2006,94.0,19645.0,91801.0,5406.0,2477.0,73973.0,413143.0,4060.0
MARYLAND,2007,MARYLAND 2007,90.0,19382.0,96201.0,5985.0,1276.0,86557.0,435429.0,4488.0
MARYLAND,2008,MARYLAND 2008,0.0,18972.0,92616.0,7125.0,519.0,84053.0,424491.0,5022.0
MARYLAND,2009,MARYLAND 2009,0.0,19049.0,91935.0,7556.0,660.0,85667.0,425624.0,9983.0
MARYLAND,2010,MARYLAND 2010,0.0,19802.0,98723.0,7754.0,829.0,85993.0,451072.0,10706.0
MARYLAND,2011,MARYLAND 2011,0.0,15492.0,93133.0,7923.0,436.0,79993.0,418905.0,10384.0
MARYLAND,2012,MARYLAND 2012,0.0,13321.0,91026.0,5681.0,165.0,73004.0,399741.0,8678.0
MARYLAND,2013,MARYLAND 2013,0.0,15949.0,93654.0,6654.0,179.0,86953.0,428305.0,11323.0
MARYLAND,2014,MARYLAND 2014,0.0,18602.0,93788.0,8297.0,339.0,95387.0,439759.0,11459.0
MARYLAND,2015,MARYLAND 2015,0.0,19389.0,93500.0,7606.0,253.0,87475.0,424674.0,5790.0
MARYLAND,2016,MARYLAND 2016,0.0,11548.0,93205.0,6354.0,265.0,79917.0,407745.0,4728.0
MARYLAND,2017,MARYLAND 2017,0.0,10426.0,88999.0,6277.0,149.0,79376.0,386220.0,4744.0
MARYLAND,2018,MARYLAND 2018,0.0,14502.0,96008.0,7137.0,131.0,90221.0,415530.0,5879.0
MARYLAND,2019,MARYLAND 2019,0.0,10199.0,93945.0,7303.0,146.0,85554.0,393731.0,5507.0
MASSACHUSETTS,2006,MASSACHUSETTS 2006,36.0,90789.0,66959.0,6665.0,1350.0,104894.0,409880.0,3173.0
MASSACHUSETTS,2007,MASSACHUSETTS 2007,58.0,91860.0,68709.0,6891.0,916.0,116997.0,424374.0,3507.0
MASSACHUSETTS,2008,MASSACHUSETTS 2008,0.0,91281.0,67007.0,7375.0,356.0,134537.0,431545.0,3924.0
MASSACHUSETTS,2009,MASSACHUSETTS 2009,0.0,82474.0,66447.0,6893.0,563.0,136952.0,424479.0,10204.0
MASSACHUSETTS,2010,MASSACHUSETTS 2010,0.0,84276.0,73048.0,6470.0,569.0,129812.0,436772.0,10944.0
MASSACHUSETTS,2011,MASSACHUSETTS 2011,0.0,81990.0,69852.0,7641.0,349.0,132932.0,424840.0,10615.0
MASSACHUSETTS,2012,MASSACHUSETTS 2012,0.0,68752.0,69310.0,5978.0,165.0,119220.0,404710.0,8870.0
MASSACHUSETTS,2013,MASSACHUSETTS 2013,0.0,74087.0,70723.0,7160.0,170.0,120685.0,422121.0,11575.0
MASSACHUSETTS,2014,MASSACHUSETTS 2014,0.0,84050.0,68483.0,8130.0,297.0,129937.0,438254.0,11714.0
MASSACHUSETTS,2015,MASSACHUSETTS 2015,0.0,83347.0,68838.0,7602.0,251.0,130373.0,435995.0,10525.0
MASSACHUSETTS,2016,MASSACHUSETTS 2016,0.0,64658.0,67192.0,7551.0,296.0,115469.0,396565.0,8399.0
MASSACHUSETTS,2017,MASSACHUSETTS 2017,0.0,70691.0,65981.0,8136.0,206.0,124802.0,409449.0,8305.0
MASSACHUSETTS,2018,MASSACHUSETTS 2018,0.0,76683.0,69211.0,8643.0,200.0,134282.0,434024.0,8293.0
MASSACHUSETTS,2019,MASSACHUSETTS 2019,0.0,75793.0,65901.0,10349.0,241.0,139346.0,432949.0,10142.0
MICHIGAN,2006,MICHIGAN 2006,19.0,8725.0,118131.0,36426.0,866.0,321453.0,791638.0,22526.0
MICHIGAN,2007,MICHIGAN 2007,422.0,7932.0,120669.0,41927.0,541.0,335707.0,813578.0,24897.0
MICHIGAN,2008,MICHIGAN 2008,0.0,6980.0,117023.0,39237.0,278.0,350007.0,807710.0,27861.0
MICHIGAN,2009,MICHIGAN 2009,0.0,5249.0,112098.0,38121.0,403.0,334202.0,755420.0,18659.0
MICHIGAN,2010,MICHIGAN 2010,0.0,3889.0,118331.0,35102.0,361.0,309303.0,751519.0,20012.0
MICHIGAN,2011,MICHIGAN 2011,0.0,3868.0,118776.0,33289.0,264.0,322392.0,763365.0,19410.0
MICHIGAN,2012,MICHIGAN 2012,0.0,2648.0,117581.0,27103.0,87.0,281450.0,701252.0,16219.0
MICHIGAN,2013,MICHIGAN 2013,0.0,3231.0,116053.0,36867.0,128.0,341223.0,772246.0,21164.0
MICHIGAN,2014,MICHIGAN 2014,0.0,4039.0,114353.0,39531.0,199.0,361293.0,788441.0,21419.0
MICHIGAN,2015,MICHIGAN 2015,0.0,2947.0,113817.0,32965.0,162.0,322444.0,741963.0,37613.0
MICHIGAN,2016,MICHIGAN 2016,0.0,2652.0,117862.0,34706.0,164.0,306724.0,731441.0,30029.0
MICHIGAN,2017,MICHIGAN 2017,0.0,2495.0,112519.0,34882.0,68.0,312803.0,724515.0,29827.0
MICHIGAN,2018,MICHIGAN 2018,0.0,2755.0,119868.0,42671.0,67.0,342460.0,788230.0,36249.0
MICHIGAN,2019,MICHIGAN 2019,0.0,3070.0,114287.0,43330.0,109.0,351305.0,783997.0,37149.0
MINNESOTA,2006,MINNESOTA 2006,145.0,8945.0,74755.0,18798.0,103.0,119109.0,391244.0,9456.0
MINNESOTA,2007,MINNESOTA 2007,123.0,8932.0,77267.0,19631.0,63.0,131429.0,413803.0,10451.0
MINNESOTA,2008,MINNESOTA 2008,0.0,9888.0,76283.0,20385.0,45.0,142782.0,420462.0,11695.0
MINNESOTA,2009,MINNESOTA 2009,0.0,5881.0,75180.0,20651.0,102.0,137340.0,407148.0,14015.0
MINNESOTA,2010,MINNESOTA 2010,0.0,6750.0,76650.0,19428.0,113.0,124219.0,400267.0,15031.0
MINNESOTA,2011,MINNESOTA 2011,0.0,5697.0,76851.0,19493.0,73.0,126425.0,398746.0,14579.0
MINNESOTA,2012,MINNESOTA 2012,0.0,4732.0,75267.0,16933.0,31.0,111168.0,372940.0,12183.0
MINNESOTA,2013,MINNESOTA 2013,0.0,5569.0,77963.0,19728.0,51.0,143059.0,416410.0,15897.0
MINNESOTA,2014,MINNESOTA 2014,0.0,5166.0,77764.0,23479.0,70.0,151404.0,431646.0,16088.0
MINNESOTA,2015,MINNESOTA 2015,0.0,4435.0,74088.0,20422.0,48.0,122089.0,379916.0,17601.0
MINNESOTA,2016,MINNESOTA 2016,0.0,4556.0,74395.0,20280.0,73.0,121709.0,375714.0,14726.0
MINNESOTA,2017,MINNESOTA 2017,0.0,3613.0,73610.0,24956.0,51.0,127705.0,385787.0,13915.0
MINNESOTA,2018,MINNESOTA 2018,0.0,3969.0,77920.0,28094.0,53.0,147880.0,431970.0,18844.0
MINNESOTA,2019,MINNESOTA 2019,0.0,3225.0,76047.0,30922.0,80.0,151838.0,418227.0,20944.0
MISSISSIPPI,2006,MISSISSIPPI 2006,0.0,1.0,62358.0,6289.0,81.0,22005.0,230259.0,4290.0
MISSISSIPPI,2007,MISSISSIPPI 2007,0.0,2.0,63347.0,6321.0,73.0,22872.0,232324.0,4741.0
MISSISSIPPI,2008,MISSISSIPPI 2008,0.0,2.0,62418.0,7619.0,23.0,24497.0,228469.0,5306.0
MISSISSIPPI,2009,MISSISSIPPI 2009,0.0,1.0,61741.0,7865.0,75.0,23958.0,221214.0,5512.0
MISSISSIPPI,2010,MISSISSIPPI 2010,0.0,1.0,68837.0,7743.0,65.0,27683.0,240392.0,5912.0
MISSISSIPPI,2011,MISSISSIPPI 2011,0.0,1.0,65976.0,6679.0,33.0,24704.0,229193.0,5734.0
MISSISSIPPI,2012,MISSISSIPPI 2012,0.0,1.0,61391.0,4800.0,14.0,19876.0,194273.0,4791.0
MISSISSIPPI,2013,MISSISSIPPI 2013,0.0,1.0,62994.0,5578.0,16.0,25503.0,210980.0,6252.0
MISSISSIPPI,2014,MISSISSIPPI 2014,0.0,1.0,64562.0,6768.0,28.0,29052.0,217710.0,6327.0
MISSISSIPPI,2015,MISSISSIPPI 2015,0.0,1.0,63330.0,5447.0,11.0,23846.0,196603.0,1395.0
MISSISSIPPI,2016,MISSISSIPPI 2016,0.0,1.0,62982.0,5235.0,17.0,20734.0,187688.0,1271.0
MISSISSIPPI,2017,MISSISSIPPI 2017,0.0,1.0,59519.0,4819.0,5.0,19094.0,178249.0,792.0
MISSISSIPPI,2018,MISSISSIPPI 2018,0.0,0.0,65888.0,5540.0,8.0,25056.0,200961.0,1471.0
MISSISSIPPI,2019,MISSISSIPPI 2019,0.0,0.0,63865.0,5878.0,8.0,22736.0,195186.0,1573.0
MISSOURI,2006,MISSOURI 2006,452.0,876.0,115599.0,15449.0,377.0,97343.0,517972.0,16393.0
MISSOURI,2007,MISSOURI 2007,452.0,827.0,122397.0,17543.0,307.0,103577.0,535671.0,18119.0
MISSOURI,2008,MISSOURI 2008,0.0,593.0,120750.0,22679.0,128.0,114748.0,549275.0,20276.0
MISSOURI,2009,MISSOURI 2009,0.0,438.0,116761.0,19513.0,142.0,106904.0,528348.0,26123.0
MISSOURI,2010,MISSOURI 2010,0.0,367.0,127275.0,18676.0,179.0,107960.0,564089.0,28017.0
MISSOURI,2011,MISSOURI 2011,0.0,318.0,122632.0,16512.0,74.0,103380.0,540462.0,27174.0
MISSOURI,2012,MISSOURI 2012,0.0,270.0,117157.0,12726.0,22.0,83790.0,491678.0,22708.0
MISSOURI,2013,MISSOURI 2013,0.0,255.0,120506.0,15101.0,26.0,107949.0,536912.0,29631.0
MISSOURI,2014,MISSOURI 2014,0.0,239.0,122125.0,17048.0,43.0,117054.0,559922.0,29987.0
MISSOURI,2015,MISSOURI 2015,0.0,155.0,115707.0,14312.0,34.0,96343.0,497757.0,18079.0
MISSOURI,2016,MISSOURI 2016,0.0,113.0,117219.0,13903.0,62.0,89275.0,493172.0,15690.0
MISSOURI,2017,MISSOURI 2017,0.0,91.0,112770.0,12111.0,25.0,87347.0,470484.0,14392.0
MISSOURI,2018,MISSOURI 2018,0.0,129.0,127825.0,16521.0,28.0,116461.0,556516.0,19737.0
MISSOURI,2019,MISSOURI 2019,0.0,74.0,121779.0,19709.0,39.0,112843.0,530235.0,19484.0
MONTANA,2006,MONTANA 2006,228.0,1139.0,14992.0,6630.0,5.0,19781.0,83423.0,5350.0
MONTANA,2007,MONTANA 2007,3.0,1138.0,15496.0,7643.0,5.0,20049.0,85383.0,5914.0
MONTANA,2008,MONTANA 2008,0.0,1433.0,15932.0,8565.0,15.0,21930.0,90790.0,6618.0
MONTANA,2009,MONTANA 2009,0.0,665.0,16345.0,9072.0,1.0,22003.0,88272.0,3181.0
MONTANA,2010,MONTANA 2010,0.0,628.0,16182.0,7550.0,6.0,21124.0,84479.0,3411.0
MONTANA,2011,MONTANA 2011,0.0,572.0,16764.0,8025.0,4.0,22057.0,87059.0,3309.0
MONTANA,2012,MONTANA 2012,0.0,538.0,16304.0,6290.0,0.0,19546.0,80476.0,2765.0
MONTANA,2013,MONTANA 2013,0.0,459.0,16809.0,6168.0,1.0,21523.0,85097.0,3608.0
MONTANA,2014,MONTANA 2014,0.0,365.0,16955.0,6948.0,4.0,21922.0,87262.0,3651.0
MONTANA,2015,MONTANA 2015,0.0,404.0,16464.0,6997.0,0.0,19534.0,89193.0,10838.0
MONTANA,2016,MONTANA 2016,0.0,388.0,16557.0,6182.0,5.0,19749.0,88865.0,11119.0
MONTANA,2017,MONTANA 2017,0.0,382.0,17826.0,7241.0,0.0,22370.0,95522.0,10820.0
MONTANA,2018,MONTANA 2018,0.0,339.0,17735.0,6894.0,0.0,23593.0,100374.0,14437.0
MONTANA,2019,MONTANA 2019,0.0,368.0,18111.0,9538.0,0.0,25124.0,105697.0,14033.0
NEBRASKA,2006,NEBRASKA 2006,11.0,590.0,31709.0,6038.0,14.0,36342.0,153450.0,2019.0
NEBRASKA,2007,NEBRASKA 2007,12.0,304.0,33259.0,7029.0,35.0,39297.0,159682.0,2232.0
NEBRASKA,2008,NEBRASKA 2008,0.0,318.0,33286.0,9376.0,13.0,42833.0,165222.0,2497.0
NEBRASKA,2009,NEBRASKA 2009,0.0,205.0,32847.0,8297.0,15.0,40636.0,158712.0,2590.0
NEBRASKA,2010,NEBRASKA 2010,0.0,160.0,34484.0,8368.0,18.0,40293.0,163715.0,2778.0
NEBRASKA,2011,NEBRASKA 2011,0.0,138.0,33939.0,7825.0,3.0,40156.0,160922.0,2694.0
NEBRASKA,2012,NEBRASKA 2012,0.0,102.0,33029.0,5810.0,3.0,31876.0,147037.0,2252.0
NEBRASKA,2013,NEBRASKA 2013,0.0,114.0,34332.0,7143.0,3.0,42725.0,163557.0,2938.0
NEBRASKA,2014,NEBRASKA 2014,0.0,101.0,34216.0,6980.0,7.0,43923.0,163525.0,2973.0
NEBRASKA,2015,NEBRASKA 2015,0.0,83.0,32524.0,6256.0,3.0,36635.0,148592.0,2401.0
NEBRASKA,2016,NEBRASKA 2016,0.0,76.0,33227.0,5529.0,6.0,34992.0,148472.0,2240.0
NEBRASKA,2017,NEBRASKA 2017,0.0,84.0,32987.0,4569.0,2.0,36142.0,146173.0,1827.0
NEBRASKA,2018,NEBRASKA 2018,0.0,77.0,35526.0,6543.0,3.0,44923.0,167867.0,2803.0
NEBRASKA,2019,NEBRASKA 2019,0.0,70.0,35171.0,7815.0,4.0,44541.0,169241.0,3080.0
NEVADA,2006,NEVADA 2006,4.0,913.0,40869.0,1882.0,89.0,39356.0,167835.0,1728.0
NEVADA,2007,NEVADA 2007,0.0,850.0,42275.0,1854.0,96.0,39473.0,165984.0,1910.0
NEVADA,2008,NEVADA 2008,0.0,923.0,41150.0,2116.0,51.0,39956.0,161175.0,2137.0
NEVADA,2009,NEVADA 2009,0.0,678.0,40535.0,2594.0,141.0,39885.0,154557.0,1803.0
NEVADA,2010,NEVADA 2010,0.0,562.0,39629.0,2390.0,117.0,40845.0,154556.0,1933.0
NEVADA,2011,NEVADA 2011,0.0,428.0,39215.0,2469.0,15.0,41578.0,154767.0,1875.0
NEVADA,2012,NEVADA 2012,0.0,301.0,41363.0,1731.0,13.0,38411.0,152726.0,1567.0
NEVADA,2013,NEVADA 2013,0.0,167.0,41430.0,2499.0,4.0,43115.0,159646.0,2045.0
NEVADA,2014,NEVADA 2014,0.0,147.0,40659.0,1973.0,3.0,36304.0,151032.0,2069.0
NEVADA,2015,NEVADA 2015,0.0,188.0,42099.0,1985.0,1.0,38501.0,151763.0,1911.0
NEVADA,2016,NEVADA 2016,0.0,221.0,43305.0,2037.0,2.0,40678.0,158158.0,1815.0
NEVADA,2017,NEVADA 2017,0.0,241.0,44140.0,2199.0,2.0,42534.0,164779.0,1862.0
NEVADA,2018,NEVADA 2018,0.0,224.0,45891.0,1857.0,4.0,43354.0,171840.0,2744.0
NEVADA,2019,NEVADA 2019,0.0,266.0,43904.0,2006.0,4.0,49909.0,173543.0,2688.0
NEW HAMPSHIRE,2006,NEW HAMPSHIRE 2006,9.0,24589.0,15015.0,6517.0,2463.0,6846.0,88759.0,2946.0
NEW HAMPSHIRE,2007,NEW HAMPSHIRE 2007,9.0,23532.0,15330.0,8003.0,1687.0,7578.0,90060.0,3256.0
NEW HAMPSHIRE,2008,NEW HAMPSHIRE 2008,0.0,22857.0,14992.0,9357.0,794.0,7197.0,87643.0,3643.0
NEW HAMPSHIRE,2009,NEW HAMPSHIRE 2009,0.0,19589.0,15086.0,9807.0,1047.0,7459.0,90635.0,8256.0
NEW HAMPSHIRE,2010,NEW HAMPSHIRE 2010,0.0,17527.0,15304.0,8324.0,925.0,6955.0,88332.0,8855.0
NEW HAMPSHIRE,2011,NEW HAMPSHIRE 2011,0.0,18924.0,15197.0,8549.0,666.0,7213.0,87549.0,8589.0
NEW HAMPSHIRE,2012,NEW HAMPSHIRE 2012,0.0,13901.0,15147.0,8617.0,247.0,6629.0,81254.0,7177.0
NEW HAMPSHIRE,2013,NEW HAMPSHIRE 2013,0.0,17241.0,15538.0,9745.0,304.0,7404.0,91993.0,9365.0
NEW HAMPSHIRE,2014,NEW HAMPSHIRE 2014,0.0,20046.0,15390.0,12661.0,438.0,7994.0,97606.0,9478.0
NEW HAMPSHIRE,2015,NEW HAMPSHIRE 2015,0.0,21046.0,15446.0,11511.0,371.0,8077.0,101092.0,13918.0
NEW HAMPSHIRE,2016,NEW HAMPSHIRE 2016,0.0,20185.0,15144.0,10085.0,585.0,7068.0,94267.0,10171.0
NEW HAMPSHIRE,2017,NEW HAMPSHIRE 2017,0.0,23734.0,15154.0,9603.0,433.0,7556.0,99771.0,11203.0
NEW HAMPSHIRE,2018,NEW HAMPSHIRE 2018,0.0,25471.0,15835.0,10780.0,436.0,8391.0,107183.0,12648.0
