State,Year,State_Year,Total_HDD,Total_CDD,Lag_HDD,Lag_CDD,30NormHDD
ALABAMA,1998,ALABAMA 1998,822,2176,,,2840
ALABAMA,1999,ALABAMA 1999,1035,1987,,,2840
ALABAMA,2000,ALABAMA 2000,1384,2206,822,2176,2840
ALABAMA,2001,ALABAMA 2001,955,1842,1035,1987,2840
ALABAMA,2002,ALABAMA 2002,1157,2218,1384,2206,2840
ALABAMA,2003,ALABAMA 2003,1070,1903,955,1842,2840
ALABAMA,2004,ALABAMA 2004,924,2082,1157,2218,2840
ALABAMA,2005,ALABAMA 2005,1143,2093,1070,1903,2840
ALABAMA,2006,ALABAMA 2006,1046,2233,924,2082,2840
ALABAMA,2007,ALABAMA 2007,876,2290,1143,2093.0,2840
ALABAMA,2008,ALABAMA 2008,1097,1957,1046,2233.0,2840
ALABAMA,2009,ALABAMA 2009,1124,1922,876,2290.0,2840
ALABAMA,2010,ALABAMA 2010,1191,2346,1097,1957.0,2840
ALABAMA,2011,ALABAMA 2011,995,2150,1124,1922.0,2840
ALABAMA,2012,ALABAMA 2012,999,2086,1191,2346.0,2840
ALABAMA,2013,ALABAMA 2013,1070,1903,995,2150.0,2840
ALABAMA,2014,ALABAMA 2014,1065,1980,999,2086.0,2840
ALABAMA,2015,ALABAMA 2015,615,2173,1070,1903.0,2840
ALABAMA,2016,ALABAMA 2016,735,2500,1065,1980.0,2840
ALABAMA,2017,ALABAMA 2017,991,2134,615,2173.0,2840
ALABAMA,2018,ALABAMA 2018,1005,2304,735,2500.0,2840
ALABAMA,2019,ALABAMA 2019,917,2413,991,2134.0,2840
ALABAMA,2020,ALABAMA 2020,893,2096,1005,2304.0,2840
ALASKA,1998,ALASKA 1998,4862,11,,,11525
ALASKA,1999,ALASKA 1999,5049,19,,,11525
ALASKA,2000,ALASKA 2000,4566,4,4862,11,11525
ALASKA,2001,ALASKA 2001,5141,6,5049,19,11525
ALASKA,2002,ALASKA 2002,4080,12,4566,4,11525
ALASKA,2003,ALASKA 2003,4671,22,5141,6,11525
ALASKA,2004,ALASKA 2004,4372,47,4080,12,11525
ALASKA,2005,ALASKA 2005,4585,14,4671,22,11525
ALASKA,2006,ALASKA 2006,4959,2,4372,47,11525
ALASKA,2007,ALASKA 2007,4450,13,4585,14.0,11525
ALASKA,2008,ALASKA 2008,5299,6,4959,2.0,11525
ALASKA,2009,ALASKA 2009,4699,17,4450,13.0,11525
ALASKA,2010,ALASKA 2010,4851,11,5299,6.0,11525
ALASKA,2011,ALASKA 2011,4868,7,4699,17.0,11525
ALASKA,2012,ALASKA 2012,5229,5,4851,11.0,11525
ALASKA,2013,ALASKA 2013,4442,54,4868,7.0,11525
ALASKA,2014,ALASKA 2014,4187,8,5229,5.0,11525
ALASKA,2015,ALASKA 2015,4475,33,4442,54.0,11525
ALASKA,2016,ALASKA 2016,4498,23,4187,8.0,11525
ALASKA,2017,ALASKA 2017,4314,20,4475,33.0,11525
ALASKA,2018,ALASKA 2018,3921,20,4498,23.0,11525
ALASKA,2019,ALASKA 2019,3810,92,4314,20.0,11525
ALASKA,2020,ALASKA 2020,4457,5,3921,20.0,11525
ARIZONA,1998,ARIZONA 1998,819,2496,,,2160
ARIZONA,1999,ARIZONA 1999,679,2642,,,2160
ARIZONA,2000,ARIZONA 2000,919,3039,819,2496,2160
ARIZONA,2001,ARIZONA 2001,728,3231,679,2642,2160
ARIZONA,2002,ARIZONA 2002,728,3103,919,3039,2160
ARIZONA,2003,ARIZONA 2003,722,3230,728,3231,2160
ARIZONA,2004,ARIZONA 2004,809,3041,728,3103,2160
ARIZONA,2005,ARIZONA 2005,653,3073,722,3230,2160
ARIZONA,2006,ARIZONA 2006,765,3108,809,3041,2160
ARIZONA,2007,ARIZONA 2007,719,3079,653,3073.0,2160
ARIZONA,2008,ARIZONA 2008,711,2769,765,3108.0,2160
ARIZONA,2009,ARIZONA 2009,813,2924,719,3079.0,2160
ARIZONA,2010,ARIZONA 2010,736,2729,711,2769.0,2160
ARIZONA,2011,ARIZONA 2011,883,2871,813,2924.0,2160
ARIZONA,2012,ARIZONA 2012,653,2991,736,2729.0,2160
ARIZONA,2013,ARIZONA 2013,740,2908,883,2871.0,2160
ARIZONA,2014,ARIZONA 2014,659,2817,653,2991.0,2160
ARIZONA,2015,ARIZONA 2015,907,2811,740,2908.0,2160
ARIZONA,2016,ARIZONA 2016,607,2954,659,2817.0,2160
ARIZONA,2017,ARIZONA 2017,445,2985,907,2811.0,2160
ARIZONA,2018,ARIZONA 2018,787,2821,607,2954.0,2160
ARIZONA,2019,ARIZONA 2019,723,2797,445,2985.0,2160
ARIZONA,2020,ARIZONA 2020,770,3096,787,2821.0,2160
ARKANSAS,1998,ARKANSAS 1998,1094,2367,,,3505
ARKANSAS,1999,ARKANSAS 1999,1064,1877,,,3505
ARKANSAS,2000,ARKANSAS 2000,1709,2041,1094,2367,3505
ARKANSAS,2001,ARKANSAS 2001,1171,1916,1064,1877,3505
ARKANSAS,2002,ARKANSAS 2002,1411,1941,1709,2041,3505
ARKANSAS,2003,ARKANSAS 2003,1185,1794,1171,1916,3505
ARKANSAS,2004,ARKANSAS 2004,1169,1661,1411,1941,3505
ARKANSAS,2005,ARKANSAS 2005,1315,2055,1185,1794,3505
ARKANSAS,2006,ARKANSAS 2006,1272,2045,1169,1661,3505
ARKANSAS,2007,ARKANSAS 2007,1208,2056,1315,2055.0,3505
ARKANSAS,2008,ARKANSAS 2008,1455,1706,1272,2045.0,3505
ARKANSAS,2009,ARKANSAS 2009,1453,1595,1208,2056.0,3505
ARKANSAS,2010,ARKANSAS 2010,1345,2247,1455,1706.0,3505
ARKANSAS,2011,ARKANSAS 2011,1263,2190,1453,1595.0,3505
ARKANSAS,2012,ARKANSAS 2012,1275,2235,1345,2247.0,3505
ARKANSAS,2013,ARKANSAS 2013,1484,1835,1263,2190.0,3505
ARKANSAS,2014,ARKANSAS 2014,1409,1659,1275,2235.0,3505
ARKANSAS,2015,ARKANSAS 2015,956,1935,1484,1835.0,3505
ARKANSAS,2016,ARKANSAS 2016,1065,2165,1409,1659.0,3505
ARKANSAS,2017,ARKANSAS 2017,1235,1813,956,1935.0,3505
ARKANSAS,2018,ARKANSAS 2018,1418,2106,1065,2165.0,3505
ARKANSAS,2019,ARKANSAS 2019,1344,2038,1235,1813.0,3505
ARKANSAS,2020,ARKANSAS 2020,1285,1709,1418,2106.0,3505
CALIFORNIA,1998,CALIFORNIA 1998,1075,754,,,2634
CALIFORNIA,1999,CALIFORNIA 1999,773,678,,,2634
CALIFORNIA,2000,CALIFORNIA 2000,992,855,1075,754,2634
CALIFORNIA,2001,CALIFORNIA 2001,828,921,773,678,2634
CALIFORNIA,2002,CALIFORNIA 2002,852,833,992,855,2634
CALIFORNIA,2003,CALIFORNIA 2003,834,1028,828,921,2634
CALIFORNIA,2004,CALIFORNIA 2004,951,1024,852,833,2634
CALIFORNIA,2005,CALIFORNIA 2005,746,901,834,1028,2634
CALIFORNIA,2006,CALIFORNIA 2006,823,1065,951,1024,2634
CALIFORNIA,2007,CALIFORNIA 2007,915,923,746,901.0,2634
CALIFORNIA,2008,CALIFORNIA 2008,769,1134,823,1065.0,2634
CALIFORNIA,2009,CALIFORNIA 2009,923,1052,915,923.0,2634
CALIFORNIA,2010,CALIFORNIA 2010,909,796,769,1134.0,2634
CALIFORNIA,2011,CALIFORNIA 2011,929,847,923,1052.0,2634
CALIFORNIA,2012,CALIFORNIA 2012,827,1071,909,796.0,2634
CALIFORNIA,2013,CALIFORNIA 2013,794,1004,929,847.0,2634
CALIFORNIA,2014,CALIFORNIA 2014,624,1184,827,1071.0,2634
CALIFORNIA,2015,CALIFORNIA 2015,871,1193,794,1004.0,2634
CALIFORNIA,2016,CALIFORNIA 2016,765,1045,624,1184.0,2634
CALIFORNIA,2017,CALIFORNIA 2017,611,1165,871,1193.0,2634
CALIFORNIA,2018,CALIFORNIA 2018,707,1037,765,1045.0,2634
CALIFORNIA,2019,CALIFORNIA 2019,816,919,611,1165.0,2634
CALIFORNIA,2020,CALIFORNIA 2020,781,1156,707,1037.0,2634
COLORADO,1998,COLORADO 1998,2731,243,,,7410
COLORADO,1999,COLORADO 1999,2615,198,,,7410
COLORADO,2000,COLORADO 2000,3190,527,2731,243,7410
COLORADO,2001,COLORADO 2001,2633,536,2615,198,7410
COLORADO,2002,COLORADO 2002,2960,555,3190,527,7410
COLORADO,2003,COLORADO 2003,2839,454,2633,536,7410
COLORADO,2004,COLORADO 2004,2914,306,2960,555,7410
COLORADO,2005,COLORADO 2005,2696,467,2839,454,7410
COLORADO,2006,COLORADO 2006,2905,486,2914,306,7410
COLORADO,2007,COLORADO 2007,2713,512,2696,467.0,7410
COLORADO,2008,COLORADO 2008,2801,421,2905,486.0,7410
COLORADO,2009,COLORADO 2009,3146,329,2713,512.0,7410
COLORADO,2010,COLORADO 2010,2579,470,2801,421.0,7410
COLORADO,2011,COLORADO 2011,2814,515,3146,329.0,7410
COLORADO,2012,COLORADO 2012,2713,599,2579,470.0,7410
COLORADO,2013,COLORADO 2013,2769,565,2814,515.0,7410
COLORADO,2014,COLORADO 2014,2605,443,2713,599.0,7410
COLORADO,2015,COLORADO 2015,2537,478,2769,565.0,7410
COLORADO,2016,COLORADO 2016,2416,501,2605,443.0,7410
COLORADO,2017,COLORADO 2017,2516,480,2537,478.0,7410
COLORADO,2018,COLORADO 2018,2785,565,2416,501.0,7410
COLORADO,2019,COLORADO 2019,2788,508,2516,480.0,7410
COLORADO,2020,COLORADO 2020,2645,604,2785,565.0,7410
CONNECTICUT,1998,CONNECTICUT 1998,2136,570,,,6068
CONNECTICUT,1999,CONNECTICUT 1999,2039,682,,,6068
CONNECTICUT,2000,CONNECTICUT 2000,2466,474,2136,570,6068
CONNECTICUT,2001,CONNECTICUT 2001,1898,631,2039,682,6068
CONNECTICUT,2002,CONNECTICUT 2002,2275,725,2466,474,6068
CONNECTICUT,2003,CONNECTICUT 2003,2104,594,1898,631,6068
CONNECTICUT,2004,CONNECTICUT 2004,2131,522,2275,725,6068
CONNECTICUT,2005,CONNECTICUT 2005,2135,793,2104,594,6068
CONNECTICUT,2006,CONNECTICUT 2006,1922,649,2131,522,6068
CONNECTICUT,2007,CONNECTICUT 2007,2106,681,2135,793.0,6068
CONNECTICUT,2008,CONNECTICUT 2008,2302,643,1922,649.0,6068
CONNECTICUT,2009,CONNECTICUT 2009,2246,469,2106,681.0,6068
CONNECTICUT,2010,CONNECTICUT 2010,2209,878,2302,643.0,6068
CONNECTICUT,2011,CONNECTICUT 2011,1783,792,2246,469.0,6068
CONNECTICUT,2012,CONNECTICUT 2012,2016,780,2209,878.0,6068
CONNECTICUT,2013,CONNECTICUT 2013,2269,742,1783,792.0,6068
CONNECTICUT,2014,CONNECTICUT 2014,2102,563,2016,780.0,6068
CONNECTICUT,2015,CONNECTICUT 2015,1655,782,2269,742.0,6068
CONNECTICUT,2016,CONNECTICUT 2016,1884,926,2102,563.0,6068
CONNECTICUT,2017,CONNECTICUT 2017,2133,702,1655,782.0,6068
CONNECTICUT,2018,CONNECTICUT 2018,2154,867,1884,926.0,6068
CONNECTICUT,2019,CONNECTICUT 2019,2206,713,2133,702.0,6068
CONNECTICUT,2020,CONNECTICUT 2020,1927,880,2154,867.0,6068
DELAWARE,1998,DELAWARE 1998,1495,1184,,,4740
DELAWARE,1999,DELAWARE 1999,1519,1149,,,4740
DELAWARE,2000,DELAWARE 2000,1918,1024,1495,1184,4740
DELAWARE,2001,DELAWARE 2001,1347,1198,1519,1149,4740
DELAWARE,2002,DELAWARE 2002,1761,1405,1918,1024,4740
DELAWARE,2003,DELAWARE 2003,1584,1125,1347,1198,4740
DELAWARE,2004,DELAWARE 2004,1601,1185,1761,1405,4740
DELAWARE,2005,DELAWARE 2005,1633,1328,1584,1125,4740
DELAWARE,2006,DELAWARE 2006,1450,1236,1601,1185,4740
DELAWARE,2007,DELAWARE 2007,1529,1347,1633,1328.0,4740
DELAWARE,2008,DELAWARE 2008,1689,1200,1450,1236.0,4740
DELAWARE,2009,DELAWARE 2009,1609,1133,1529,1347.0,4740
DELAWARE,2010,DELAWARE 2010,1769,1605,1689,1200.0,4740
DELAWARE,2011,DELAWARE 2011,1338,1525,1609,1133.0,4740
DELAWARE,2012,DELAWARE 2012,1524,1501,1769,1605.0,4740
DELAWARE,2013,DELAWARE 2013,1620,1351,1338,1525.0,4740
DELAWARE,2014,DELAWARE 2014,1558,1143,1524,1501.0,4740
DELAWARE,2015,DELAWARE 2015,1138,1368,1620,1351.0,4740
