Year,State,State_Year,Eligible_Households,Total_HDD,Total_CDD,30NormHDD,LI_Coal_Heaters,LI_NG_Heaters,LI_FO_KE_Heaters,LI_LPG_Heaters,LI_EL_Heaters,LI_Wood_Heaters,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed,Coal_Exp,FO_Exp,EL_Exp,LPG_Exp,KE_Exp,NG_Exp,Total_Exp,Wood_Exp,Coal_Price,FO_Price,EL_Price,LPG_Price,KE_Price,NG_Price,Total_Avg_Price,Wood_Price,Percent_Allocation
2015,ILLINOIS,ILLINOIS 2015,1491484,1839,843,6355,535,1135491,3587,52619,299112,7506,0.0,411.0,152331.0,19242.0,63.0,412894.0,924263.0,5900.0,0.0,7.4,5581.1,314.0,1.1,3195.0,9114.3,15.8,0.0,17.94,36.64,16.32,17.01,7.74,15.53,8.45,0.040752923
2016,ILLINOIS,ILLINOIS 2016,1471574,2017,1183,6355,566,1123575,3452,50708,305899,7152,0.0,426.0,156918.0,18300.0,100.0,399189.0,924167.0,5245.0,0.0,6.6,5764.9,270.0,1.4,3046.3,9101.2,12.0,0.0,15.53,36.74,14.75,13.56,7.63,15.78,7.22,0.042445115
2017,ILLINOIS,ILLINOIS 2017,1472442,2311,873,6355,538,1107416,9787,51212,298345,7189,0.0,424.0,149164.0,18122.0,63.0,388810.0,891592.0,4577.0,0.0,7.5,5661.9,329.0,1.1,3333.4,9344.5,11.7,0.0,17.69,37.96,18.15,16.96,8.57,16.75,8.08,0.04465936
2018,ILLINOIS,ILLINOIS 2018,1467814,2427,1149,6355,581,1101430,3181,50377,304847,7025,0.0,490.0,161135.0,22286.0,47.0,451040.0,990071.0,5898.0,0.0,9.5,6028.5,416.6,1.2,3571.5,10043.9,16.7,0.0,19.29,37.41,18.69,26.13,7.92,15.77,8.94,0.041282297
2019,ILLINOIS,ILLINOIS 2019,1430528,2329,959,6355,436,1082493,3009,48582,307719,6897,0.0,372.0,154292.0,27805.0,81.0,452296.0,970625.0,6250.0,0.0,6.9,5891.0,464.2,1.9,3521.7,9902.6,17.0,0.0,18.57,38.18,16.69,22.88,7.79,15.55,8.6,0.043611067
2006,INDIANA,INDIANA 2006,712787,2061,830,5894,910,354285,16270,44070,144180,33075,116.0,3558.0,110161.0,13180.0,985.0,129833.0,516999.0,11303.0,0.5,63.3,2655.4,262.9,19.4,1665.8,4695.7,28.4,4.0,17.78,24.1,19.95,19.69,12.83,17.96,7.96,0.022042783
2007,INDIANA,INDIANA 2007,702210,2007,1182,5894,910,354285,16270,44070,144180,33075,392.0,2758.0,118212.0,16605.0,732.0,145762.0,578370.0,12493.0,1.5,54.3,2862.3,362.0,16.4,1609.3,4940.4,34.7,3.74,19.68,24.21,21.8,22.33,11.04,17.13,8.79,0.022091232
2008,INDIANA,INDIANA 2008,702210,2345,817,5894,910,354285,16270,44070,144180,33075,0.0,3413.0,115941.0,20158.0,400.0,154674.0,591028.0,13980.0,0.0,82.2,3015.4,526.4,9.5,1931.7,5613.0,47.8,0.0,24.09,26.01,26.11,23.64,12.49,18.77,10.83,0.021185436
2009,INDIANA,INDIANA 2009,716231,2265,707,5894,910,354285,16270,44070,144180,33075,0.0,1756.0,111054.0,19216.0,733.0,141866.0,559092.0,12117.0,0.0,29.9,3093.2,417.3,17.5,1510.6,5099.7,31.1,0.0,17.03,27.85,21.72,23.92,10.65,18.31,8.13,0.02127754
2010,INDIANA,INDIANA 2010,735312,2336,1216,5894,1238,427555,13075,46363,196116,11983,0.0,1494.0,119619.0,17305.0,596.0,140134.0,582485.0,12996.0,0.0,31.0,3350.4,391.4,15.1,1194.5,5021.8,39.4,0.0,20.78,28.01,22.62,25.41,8.52,17.73,9.6,0.021470442
2011,INDIANA,INDIANA 2011,769995,1950,1084,5894,1238,427555,13075,46363,196116,11983,0.0,1598.0,115708.0,16631.0,363.0,133699.0,557600.0,12605.0,0.0,44.1,3410.4,438.8,10.4,1249.6,5199.4,46.0,0.0,27.62,29.47,26.39,28.76,9.35,19.12,11.54,0.02080388
2012,INDIANA,INDIANA 2012,769995,2182,1161,5894,1343,427095,10416,43106,213968,13781,0.0,1372.0,112472.0,11899.0,104.0,116929.0,520078.0,10533.0,0.0,37.8,3469.9,273.4,3.1,1032.8,4859.7,42.8,0.0,27.53,30.85,22.98,30.16,8.83,19.75,12.85,0.022091504
2013,INDIANA,INDIANA 2013,752121,2388,923,5894,3684,431159,9373,44170,227517,14968,0.0,1226.0,113983.0,14078.0,131.0,146575.0,568875.0,13745.0,0.0,35.0,3672.7,316.5,4.0,1218.1,5301.0,54.6,0.0,28.55,32.22,22.48,30.83,8.31,18.91,12.58,0.018142293
2014,INDIANA,INDIANA 2014,749412,2353,829,5894,1225,447945,9162,44873,243220,17172,0.0,1191.0,114998.0,14261.0,234.0,159397.0,582543.0,13910.0,0.0,32.9,3861.6,393.8,7.8,1412.9,5762.9,53.9,0.0,27.6,33.58,27.61,33.18,8.86,19.57,12.27,0.019335367
2015,INDIANA,INDIANA 2015,741875,1685,899,5894,1238,435270,8310,41494,244165,15481,0.0,1235.0,110691.0,11647.0,162.0,136142.0,535027.0,12488.0,0.0,22.3,3753.1,218.9,2.8,1186.8,5217.2,33.4,0.0,18.07,33.91,18.79,17.13,8.72,19.78,8.45,0.017123578
2016,INDIANA,INDIANA 2016,733638,1893,1180,5894,1241,430373,7033,40052,249414,14800,0.0,908.0,112685.0,11136.0,239.0,129516.0,525966.0,12066.0,0.0,14.2,3892.5,204.3,3.3,990.3,5132.1,27.5,0.0,15.64,34.54,18.35,13.66,7.65,19.87,7.22,0.0179186
2017,INDIANA,INDIANA 2017,735341,2200,870,5894,1219,425653,23171,40950,246691,14733,0.0,944.0,107654.0,10762.0,112.0,128855.0,497742.0,10152.0,0.0,16.8,3878.3,237.6,1.9,1107.2,5267.7,25.9,0.0,17.81,36.03,22.08,17.08,8.59,20.94,8.08,0.017950942
2018,INDIANA,INDIANA 2018,717722,2219,1218,5894,1112,423630,6592,40206,248862,14381,0.0,1151.0,117969.0,13521.0,103.0,150829.0,556670.0,13191.0,0.0,22.4,4239.9,306.2,2.7,1257.5,5865.8,37.3,0.0,19.43,35.94,22.64,26.31,8.34,20.39,8.94,0.017899538
2019,INDIANA,INDIANA 2019,690086,2118,1070,5894,991,417581,6115,39528,251963,13683,0.0,1280.0,113446.0,14382.0,147.0,150165.0,536499.0,12928.0,0.0,24.2,4182.9,286.5,3.4,1239.6,5771.8,35.1,0.0,18.92,36.87,19.92,23.04,8.25,20.36,8.6,0.017864594
2006,IOWA,IOWA 2006,339104,2587,955,7058,20,170895,6865,39560,51995,13243,639.0,1399.0,45531.0,16345.0,86.0,62628.0,230391.0,3837.0,2.9,24.3,1285.3,259.2,1.7,768.1,2351.1,9.6,4.51,17.37,28.23,15.86,19.5,12.26,18.39,7.96,0.011998329
2007,IOWA,IOWA 2007,340260,2684,1012,7058,20,170895,6865,39560,51995,13243,755.0,1325.0,47974.0,16671.0,56.0,68443.0,243620.0,4241.0,3.1,25.8,1328.2,295.5,1.2,796.8,2462.4,11.8,4.13,19.47,27.68,17.73,22.12,11.64,18.03,8.79,0.010852444
2008,IOWA,IOWA 2008,340260,2942,715,7058,20,170895,6865,39560,51995,13243,0.0,1652.0,48018.0,21962.0,35.0,76201.0,255649.0,4746.0,0.0,39.6,1335.6,479.1,0.8,898.6,2769.9,16.2,0.0,23.95,27.81,21.81,23.36,11.79,18.54,10.83,0.010590247
2009,IOWA,IOWA 2009,328668,2891,618,7058,20,170895,6865,39560,51995,13243,0.0,1052.0,46824.0,21414.0,82.0,70599.0,246364.0,5534.0,0.0,17.1,1370.6,391.2,1.9,689.2,2484.2,14.2,0.0,16.27,29.27,18.27,23.7,9.76,17.53,8.13,0.010638886
2010,IOWA,IOWA 2010,341388,2772,978,7058,91,213778,4785,37162,74766,4888,0.0,1102.0,49661.0,17662.0,84.0,68775.0,248952.0,5935.0,0.0,21.6,1516.9,320.8,2.1,654.4,2533.8,18.0,0.0,19.64,30.54,18.16,25.17,9.51,18.21,9.6,0.010279461
2011,IOWA,IOWA 2011,352806,2528,974,7058,91,213778,4785,37162,74766,4888,0.0,1457.0,48883.0,17845.0,62.0,67696.0,246130.0,5756.0,0.0,39.9,1499.1,358.1,1.8,640.1,2560.0,21.0,0.0,27.36,30.67,20.07,28.49,9.46,18.58,11.54,0.010994157
2012,IOWA,IOWA 2012,352806,2663,1100,7058,42,202855,3678,35367,76400,4328,0.0,739.0,47726.0,14326.0,10.0,56611.0,224008.0,4810.0,0.0,20.1,1513.4,245.6,0.3,528.4,2327.3,19.5,0.0,27.27,31.71,17.14,29.88,9.33,19.24,12.85,0.010802941
2013,IOWA,IOWA 2013,350942,3060,910,7058,178,206958,3278,37210,81959,5295,0.0,739.0,49903.0,17452.0,11.0,74635.0,253076.0,6277.0,0.0,20.9,1615.0,288.7,0.3,651.9,2601.8,25.0,0.0,28.29,32.36,16.54,30.54,8.74,17.98,12.58,0.010010827
2014,IOWA,IOWA 2014,347131,2902,740,7058,127,215088,3128,37751,85014,4708,0.0,775.0,49223.0,17799.0,22.0,79620.0,253915.0,6352.0,0.0,21.2,1610.0,405.0,0.7,767.3,2828.8,24.6,0.0,27.34,32.71,22.75,32.87,9.64,18.93,12.27,0.010650204
2015,IOWA,IOWA 2015,359096,2229,822,7058,139,212411,3051,36102,87590,5251,0.0,780.0,47039.0,15032.0,15.0,66042.0,226772.0,5155.0,0.0,14.0,1604.0,198.2,0.2,533.9,2364.0,13.8,0.0,17.9,34.1,13.19,16.97,8.08,18.11,8.45,0.010045696
2016,IOWA,IOWA 2016,356306,2303,975,7058,77,207724,2868,36169,89551,5167,0.0,623.0,48088.0,15397.0,32.0,64672.0,228013.0,4317.0,0.0,9.7,1682.4,163.9,0.4,497.9,2364.3,9.9,0.0,15.49,34.99,10.65,13.53,7.7,18.16,7.22,0.01053901
2017,IOWA,IOWA 2017,361096,2663,867,7058,82,215681,8868,37034,91420,5365,0.0,974.0,46819.0,14582.0,27.0,63711.0,220568.0,4196.0,0.0,17.2,1692.8,201.6,0.5,561.4,2484.1,10.7,0.0,17.64,36.16,13.82,16.92,8.81,19.49,8.08,0.011111465
2018,IOWA,IOWA 2018,351929,2860,1051,7058,90,210637,2778,36159,96832,5344,0.0,912.0,50635.0,22644.0,14.0,75122.0,247219.0,5152.0,0.0,17.5,1817.1,335.1,0.4,634.3,2819.0,14.6,0.0,19.24,35.89,14.8,26.07,8.44,18.67,8.94,0.010030984
2019,IOWA,IOWA 2019,340625,2749,908,7058,70,209188,2626,36350,101904,5172,0.0,848.0,49456.0,25162.0,27.0,75888.0,248336.0,5585.0,0.0,15.3,1805.9,348.7,0.6,584.6,2770.4,15.2,0.0,18.06,36.52,13.86,22.82,7.7,18.09,8.6,0.009775131
2006,KANSAS,KANSAS 2006,317441,1920,1689,5120,15,179465,420,22635,54550,12852,0.0,17.0,46071.0,6262.0,26.0,58185.0,229154.0,3519.0,0.0,0.3,1114.3,107.4,0.5,752.9,1984.2,8.8,1.78,17.42,24.19,17.16,19.56,12.94,17.77,7.96,0.010941904
2007,KANSAS,KANSAS 2007,313971,1993,1494,5120,15,179465,420,22635,54550,12852,0.0,13.0,47108.0,8131.0,13.0,64215.0,235114.0,3889.0,0.0,0.3,1131.2,156.6,0.3,818.3,2117.4,10.8,0.0,19.52,24.01,19.26,22.18,12.74,17.54,8.79,0.011051658
2008,KANSAS,KANSAS 2008,313971,2123,1187,5120,15,179465,420,22635,54550,12852,0.0,21.0,46069.0,10539.0,8.0,72857.0,243850.0,4352.0,0.0,0.5,1200.9,241.4,0.2,914.4,2372.2,14.9,0.0,23.9,26.07,22.9,23.31,12.55,18.13,10.83,0.011020535
2009,KANSAS,KANSAS 2009,305643,2255,1060,5120,15,179465,420,22635,54550,12852,0.0,25.0,44865.0,9965.0,15.0,72465.0,239277.0,4516.0,0.0,0.4,1253.6,190.3,0.3,788.9,2245.1,11.6,0.0,16.16,27.94,19.1,23.54,10.89,17.44,8.13,0.01106172
2010,KANSAS,KANSAS 2010,315143,1925,1592,5120,147,214602,498,22968,69743,3507,0.0,15.0,48908.0,8940.0,14.0,68410.0,248133.0,4843.0,0.0,0.3,1437.1,179.3,0.3,712.1,2343.9,14.7,0.0,19.61,29.38,20.06,25.13,10.41,18.34,9.6,0.00978371
2011,KANSAS,KANSAS 2011,330807,1925,1754,5120,147,214602,498,22968,69743,3507,0.0,42.0,48941.0,8248.0,6.0,66820.0,245306.0,4697.0,0.0,1.1,1527.0,180.3,0.2,650.3,2376.0,17.1,0.0,27.44,31.2,21.85,28.57,9.73,18.93,11.54,0.009931797
2012,KANSAS,KANSAS 2012,330807,1900,1732,5120,121,202466,257,20354,74494,5946,0.0,45.0,47074.0,6684.0,2.0,51613.0,220969.0,3925.0,0.0,1.2,1551.1,126.7,0.1,510.9,2206.0,15.9,0.0,27.35,32.95,18.96,29.96,9.9,20.68,12.85,0.009669315
2013,KANSAS,KANSAS 2013,320744,2207,1409,5120,78,205117,374,21084,80320,5827,0.0,17.0,46379.0,7769.0,2.0,69254.0,235849.0,5122.0,0.0,0.5,1582.8,145.1,0.1,693.3,2442.1,20.4,0.0,28.35,34.13,18.68,30.61,10.01,19.53,12.58,0.010015058
2014,KANSAS,KANSAS 2014,314904,2043,1349,5120,36,211574,506,21808,88678,6152,0.0,6.0,46693.0,8660.0,5.0,72840.0,240294.0,5183.0,0.0,0.2,1665.6,211.5,0.2,753.1,2650.6,20.1,0.0,27.38,35.67,24.42,32.92,10.34,20.41,12.27,0.00944562
2015,KANSAS,KANSAS 2015,321227,1598,1450,5120,72,203305,473,19864,89535,5502,0.0,21.0,45181.0,8170.0,2.0,60399.0,221062.0,3834.0,0.0,0.4,1634.6,128.8,0.0,593.8,2367.7,10.2,0.0,17.93,36.18,15.76,17.0,9.83,20.59,8.45,0.009320644
2016,KANSAS,KANSAS 2016,322302,1672,1580,5120,96,196477,477,18509,91822,5214,0.0,8.0,46094.0,6406.0,53.0,55886.0,213358.0,3297.0,0.0,0.1,1764.2,90.4,0.7,532.5,2395.4,7.5,0.0,15.57,38.27,14.11,13.59,9.53,21.88,7.22,0.009824229
2017,KANSAS,KANSAS 2017,315572,1859,1376,5120,112,202777,1809,19208,90792,5503,0.0,19.0,44402.0,6116.0,1.0,56299.0,205512.0,2925.0,0.0,0.3,1732.5,108.9,0.0,596.2,2445.3,7.5,0.0,17.73,39.02,17.8,17.0,10.59,22.69,8.08,0.010445471
2018,KANSAS,KANSAS 2018,313273,2124,1637,5120,119,205407,629,18909,92631,5722,0.0,9.0,48407.0,8421.0,3.0,69719.0,233852.0,4147.0,0.0,0.2,1894.1,154.8,0.1,683.4,2744.4,11.7,0.0,19.34,39.13,18.39,26.19,9.8,21.46,8.94,0.01048145
2019,KANSAS,KANSAS 2019,307940,2004,1474,5120,119,197050,642,17705,91903,5314,0.0,18.0,46508.0,9375.0,3.0,71071.0,228838.0,4078.0,0.0,0.3,1732.7,152.0,0.1,629.5,2525.7,11.1,0.0,18.62,37.26,16.22,22.93,8.86,19.69,8.6,0.010534771
2006,KENTUCKY,KENTUCKY 2006,508743,1620,1263,4616,8595,171880,19455,49195,198465,45465,279.0,1478.0,88538.0,7508.0,906.0,48756.0,371784.0,9018.0,1.1,25.9,1821.8,162.3,17.8,669.9,2726.7,27.8,4.06,17.54,20.58,21.62,19.69,13.74,18.06,7.87,0.018107086
2007,KENTUCKY,KENTUCKY 2007,512456,1476,1633,4616,8595,171880,19455,49195,198465,45465,322.0,1419.0,95549.0,8116.0,565.0,52926.0,394040.0,9967.0,1.1,27.9,2055.7,187.9,12.6,621.0,2940.1,33.9,3.55,19.65,21.51,23.16,22.33,11.73,18.06,8.7,0.01688127
2008,KENTUCKY,KENTUCKY 2008,512456,1814,1245,4616,8595,171880,19455,49195,198465,45465,0.0,1335.0,94040.0,9330.0,339.0,56975.0,393573.0,11153.0,0.0,32.1,2189.7,255.1,8.0,761.5,3293.1,46.7,0.0,24.06,23.28,27.34,23.47,13.37,19.79,10.72,0.016232992
2009,KENTUCKY,KENTUCKY 2009,535079,1778,1100,4616,8595,171880,19455,49195,198465,45465,0.0,1854.0,90625.0,9741.0,645.0,53712.0,383700.0,14017.0,0.0,30.2,2223.4,223.4,15.3,620.3,3156.7,44.1,0.0,16.27,24.53,22.94,23.7,11.55,19.48,8.05,0.016208234
2010,KENTUCKY,KENTUCKY 2010,541910,1888,1589,4616,5862,177574,15540,41232,248409,21023,0.0,650.0,99414.0,10177.0,630.0,56060.0,412687.0,15034.0,0.0,12.8,2496.8,248.3,15.9,545.0,3374.5,55.8,0.0,19.64,25.11,24.4,25.17,9.72,19.53,9.5,0.012433404
2011,KENTUCKY,KENTUCKY 2011,568737,1535,1393,4616,5862,177574,15540,41232,248409,21023,0.0,1560.0,92799.0,9068.0,531.0,52098.0,383276.0,14581.0,0.0,42.7,2503.0,242.8,15.1,529.3,3397.9,65.1,0.0,27.36,26.97,26.77,28.49,10.16,21.01,11.42,0.012556674
2012,KENTUCKY,KENTUCKY 2012,568737,1696,1449,4616,4857,175974,10754,37808,280455,21927,0.0,462.0,89042.0,6241.0,114.0,44413.0,361536.0,12185.0,0.0,12.6,2460.7,150.9,3.4,438.8,3127.0,60.6,0.0,27.27,27.63,24.18,29.88,9.88,21.56,12.71,0.013436055
2013,KENTUCKY,KENTUCKY 2013,556865,1812,1219,4616,5015,177451,9622,37857,288514,21387,0.0,611.0,91401.0,6956.0,117.0,55545.0,384758.0,15900.0,0.0,17.3,2623.0,161.8,3.6,531.2,3414.3,77.4,0.0,28.29,28.7,23.26,30.54,9.56,21.23,12.45,0.013292194
2014,KENTUCKY,KENTUCKY 2014,550567,1817,1205,4616,3392,182894,9930,39347,307386,21992,0.0,581.0,93488.0,8378.0,252.0,59110.0,393757.0,16091.0,0.0,15.9,2785.0,231.9,8.3,611.6,3729.0,76.4,0.0,27.34,29.79,27.68,32.87,10.35,22.18,12.14,0.014568358
2015,KENTUCKY,KENTUCKY 2015,560390,1175,1297,4616,2952,176990,9015,36511,304084,23117,0.0,639.0,89286.0,7984.0,150.0,50480.0,360090.0,8606.0,0.0,11.4,2680.3,160.9,2.5,537.3,3420.7,28.2,0.0,17.9,30.02,20.16,16.97,10.64,22.52,8.37,0.013184325
2016,KENTUCKY,KENTUCKY 2016,560478,1423,1614,4616,2732,170254,8346,35486,305169,24199,0.0,537.0,89867.0,5816.0,171.0,46828.0,354576.0,7503.0,0.0,8.3,2763.1,112.5,2.3,461.4,3368.5,21.0,0.0,15.49,30.75,19.34,13.53,9.85,23.05,7.15,0.013945259
2017,KENTUCKY,KENTUCKY 2017,573913,1677,1282,4616,2553,174474,17484,35940,311439,23581,0.0,526.0,84899.0,4474.0,86.0,45244.0,331939.0,7556.0,0.0,9.3,2699.9,99.7,1.5,502.6,3336.6,23.6,0.0,17.64,31.8,22.29,16.92,11.11,24.15,8.0,0.014623382
2018,KENTUCKY,KENTUCKY 2018,560836,1723,1678,4616,2424,175734,8158,35700,317044,23775,0.0,421.0,94556.0,5925.0,101.0,54099.0,369165.0,9280.0,0.0,8.1,2936.4,142.4,2.6,543.6,3665.2,32.1,0.0,19.24,31.05,24.03,26.07,10.05,23.09,8.85,0.015116737
2019,KENTUCKY,KENTUCKY 2019,545139,1611,1551,4616,2555,174985,7252,35131,325364,23718,0.0,501.0,90667.0,8194.0,148.0,51154.0,352177.0,10278.0,0.0,9.5,2869.1,190.1,3.4,529.2,3635.5,34.2,0.0,18.92,31.64,23.2,22.82,10.35,23.5,8.51,0.015464692
2006,LOUISIANA,LOUISIANA 2006,507114,706,2955,1783,40,254135,1215,35370,240050,12647,0.0,33.0,95921.0,3264.0,47.0,34709.0,269469.0,1317.0,0.0,0.5,2568.2,81.5,0.8,490.2,3145.2,4.1,0.0,15.99,26.77,24.97,16.91,14.12,23.39,7.87,0.01679498
2007,LOUISIANA,LOUISIANA 2007,499502,580,2762,1783,40,254135,1215,35370,240050,12647,0.0,30.0,98531.0,2054.0,34.0,38423.0,346312.0,1456.0,0.0,0.5,2706.8,54.1,0.5,527.5,3294.4,5.0,4.51,17.5,27.47,26.33,15.36,13.73,23.59,8.7,0.017040505
2008,LOUISIANA,LOUISIANA 2008,499502,715,2574,1783,40,254135,1215,35370,240050,12647,0.0,343.0,98431.0,2411.0,15.0,38554.0,346724.0,1629.0,0.0,8.3,2966.8,74.5,0.3,576.6,3633.4,6.8,0.0,24.36,30.14,30.88,19.04,14.96,25.88,10.72,0.015006069
2009,LOUISIANA,LOUISIANA 2009,512800,783,2701,1783,40,254135,1215,35370,240050,12647,0.0,147.0,101496.0,3140.0,12.0,37562.0,352891.0,2357.0,0.0,2.1,2410.9,81.9,0.2,480.1,2982.7,7.4,0.0,14.23,23.75,26.09,19.42,12.78,20.82,8.05,0.015138409
2010,LOUISIANA,LOUISIANA 2010,522757,770,2938,1783,31,191220,1080,25682,274097,4538,0.0,20.0,111501.0,2798.0,12.0,46617.0,385695.0,2528.0,0.0,0.3,2935.2,82.1,0.2,533.9,3561.2,9.4,0.0,17.28,26.32,29.36,20.58,11.45,21.99,9.5,0.013243725
2011,LOUISIANA,LOUISIANA 2011,569823,673,3020,1783,31,191220,1080,25682,274097,4538,0.0,5.0,109249.0,2671.0,5.0,40136.0,370693.0,2452.0,0.0,0.1,2869.9,86.5,0.1,448.1,3415.7,10.9,0.0,24.87,26.27,32.4,25.42,11.17,22.32,11.42,0.013647818
2012,LOUISIANA,LOUISIANA 2012,569823,636,2889,1783,7,185818,835,21672,297159,4678,0.0,7.0,102451.0,1712.0,1.0,32286.0,338452.0,2049.0,0.0,0.2,2514.4,50.8,0.0,367.4,2943.0,10.2,0.0,24.79,24.54,29.69,26.61,11.38,21.44,12.71,0.014139961
2013,LOUISIANA,LOUISIANA 2013,583017,783,2683,1783,99,183522,620,18384,313096,4101,0.0,12.0,104780.0,1779.0,2.0,39491.0,343054.0,2674.0,0.0,0.3,2895.5,52.3,0.1,419.3,3380.4,13.0,0.0,25.78,27.63,29.39,26.12,10.62,22.98,12.45,0.013776493
2014,LOUISIANA,LOUISIANA 2014,591845,704,2577,1783,77,187395,471,18735,355257,4567,0.0,12.0,107139.0,2095.0,2.0,45679.0,348374.0,2706.0,0.0,0.3,3005.5,72.6,0.0,484.8,3576.1,12.8,0.0,24.85,28.05,34.67,25.33,10.61,22.93,12.14,0.01386822
2015,LOUISIANA,LOUISIANA 2015,598119,384,3023,1783,76,180650,358,18460,376129,3938,0.0,37.0,107633.0,1785.0,2.0,37738.0,333488.0,753.0,0.0,0.6,2943.6,46.4,0.0,397.0,3390.0,2.5,0.0,15.59,27.35,25.99,16.65,10.52,22.98,8.37,0.01236083
2016,LOUISIANA,LOUISIANA 2016,599077,468,3055,1783,23,177813,229,17352,389194,3671,0.0,38.0,104578.0,1679.0,1.0,32084.0,316701.0,511.0,0.0,0.5,2862.0,41.9,0.0,356.2,3262.0,1.4,0.0,13.32,27.37,24.98,13.37,11.1,23.54,7.15,0.013940802
2017,LOUISIANA,LOUISIANA 2017,609045,657,2917,1783,64,182919,951,17151,385550,3896,0.0,44.0,100763.0,1699.0,2.0,29680.0,312444.0,418.0,0.0,0.7,2875.0,49.6,0.0,379.1,3305.7,1.3,0.0,15.49,28.53,29.21,16.76,12.77,24.98,8.0,0.013966437
2018,LOUISIANA,LOUISIANA 2018,611206,681,2944,1783,14,180775,430,16485,397582,4045,0.0,8.0,109408.0,1748.0,4.0,38636.0,334767.0,574.0,0.0,0.1,3074.1,52.9,0.1,440.8,3570.1,2.0,0.0,17.03,28.1,30.28,24.15,11.41,23.8,8.85,0.014901851
2019,LOUISIANA,LOUISIANA 2019,596676,678,2974,1783,12,182051,516,15321,403859,3856,0.0,30.0,105724.0,1933.0,2.0,36793.0,318333.0,568.0,0.0,0.5,3035.1,51.1,0.0,414.6,3503.2,1.9,0.0,16.36,28.71,26.41,22.49,11.27,24.21,8.51,0.015873445
2006,MAINE,MAINE 2006,148013,2687,282,8012,185,5260,96805,6375,11180,33389,6.0,43124.0,14846.0,3157.0,7887.0,1038.0,91984.0,5354.0,0.0,751.8,600.5,81.7,140.7,17.6,1612.8,20.5,5.69,17.43,40.45,25.87,17.83,16.99,22.0,6.31,0.009285526
2007,MAINE,MAINE 2007,153761,3079,221,8012,185,5260,96805,6375,11180,33389,6.0,41952.0,15058.0,4421.0,5427.0,1253.0,97232.0,5918.0,0.0,812.4,729.2,125.5,120.9,19.8,1832.8,25.0,5.69,19.37,48.43,28.39,22.27,15.78,25.56,6.97,0.00721601
2008,MAINE,MAINE 2008,153761,3058,205,8012,185,5260,96805,6375,11180,33389,0.0,34618.0,14847.0,5026.0,2384.0,1174.0,88142.0,6622.0,0.0,844.9,706.5,165.7,64.0,19.2,1834.9,34.5,0.0,24.41,47.59,32.96,26.85,16.38,29.57,8.59,0.009886465
2009,MAINE,MAINE 2009,149241,3096,204,8012,185,5260,96805,6375,11180,33389,0.0,31205.0,14876.0,5225.0,3071.0,1341.0,90440.0,14290.0,0.0,567.4,681.8,153.5,67.3,21.1,1547.0,55.9,0.0,18.18,45.83,29.38,21.9,15.76,24.03,6.45,0.009083319
2010,MAINE,MAINE 2010,163055,2856,349,8012,221,6452,113325,9293,12143,10726,0.0,26971.0,14917.0,6013.0,2978.0,1282.0,88685.0,15327.0,0.0,543.5,687.0,184.6,73.9,17.4,1577.2,70.7,0.0,20.15,46.06,30.7,24.82,13.61,25.67,7.61,0.011265762
2011,MAINE,MAINE 2011,168263,2547,267,8012,221,6452,113325,9293,12143,10726,0.0,29244.0,14950.0,5223.0,2111.0,1467.0,87784.0,14866.0,0.0,743.7,674.1,173.0,61.3,20.0,1754.5,82.4,0.0,25.43,45.09,33.13,29.02,13.63,28.3,9.15,0.010904746
2012,MAINE,MAINE 2012,168263,2771,314,8012,116,6599,106620,9811,12839,11316,0.0,24252.0,15288.0,4915.0,850.0,1530.0,81138.0,12422.0,0.0,698.1,656.8,153.4,26.4,23.7,1635.2,76.7,0.0,28.79,42.96,31.21,31.06,15.49,30.08,10.19,0.010103025
2013,MAINE,MAINE 2013,165044,3087,306,8012,1353,7753,112603,11046,15216,13819,0.0,25426.0,15908.0,5713.0,905.0,1947.0,85261.0,16209.0,0.0,708.0,669.2,168.5,28.1,28.7,1700.6,98.0,0.0,27.85,42.07,29.5,31.01,14.75,28.48,9.98,0.009273582
2014,MAINE,MAINE 2014,171101,2759,257,8012,605,8763,114354,11398,14775,15691,0.0,25972.0,15902.0,6562.0,1415.0,2434.0,91333.0,16404.0,0.0,708.3,711.8,216.6,44.6,39.8,1818.0,96.8,0.0,27.27,44.76,33.01,31.55,16.36,29.22,9.73,0.01041446
2015,MAINE,MAINE 2015,172745,2524,313,8012,731,8813,109947,11717,14420,17175,0.0,32314.0,15908.0,6454.0,1331.0,2782.0,107360.0,24515.0,0.0,604.7,727.9,167.0,22.5,45.3,1667.1,99.6,0.0,18.71,45.76,25.87,16.89,16.29,22.64,6.71,0.010519927
2016,MAINE,MAINE 2016,175531,2652,350,8012,822,10722,112703,12082,14048,18585,0.0,30611.0,15647.0,6549.0,1899.0,2642.0,96504.0,16882.0,0.0,487.5,725.7,157.8,25.6,35.5,1490.6,58.6,0.0,15.92,46.38,24.09,13.46,13.42,22.06,5.73,0.01065806
2017,MAINE,MAINE 2017,170798,2833,274,8012,640,11078,368415,12248,15209,18657,0.0,31488.0,15827.0,6561.0,1275.0,2847.0,99438.0,17020.0,0.0,561.9,740.7,182.0,21.5,40.1,1612.3,66.1,0.0,17.84,46.8,27.74,16.84,14.1,23.6,6.41,0.010621934
